tier,new_rework,brief_type,customer_approval,niche_ff_pre_approved,strategic_priority,creative_approach,value_potential_gbp,workbook_score,workbook_approval_text,workbook_e9_creative_note,workbook_b14_auto_approval_dev
C,Rework (Of Selling),Exclusive,Direct,True,True,Creation/Unknown,0,125.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Direct,True,True,Creation/Unknown,1,125.0035,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Direct,True,True,Creation/Unknown,1000,128.5,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Direct,True,True,Creation/Unknown,30000,230.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Direct,True,True,Creation/Unknown,35000,247.5,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Direct,True,True,Creation/Unknown,100000,475.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Direct,True,True,Creation/Unknown,115000,527.5,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Direct,True,True,Creation/Unknown,200000,825.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Direct,True,True,Creation/Unknown,1000000,3625.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Library Only,0,125.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Library Only,1,125.003,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Library Only,1000,128.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Library Only,30000,215.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Library Only,35000,230.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Library Only,100000,425.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Library Only,115000,470.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Library Only,200000,725.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Library Only,1000000,3125.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Starting Point,0,90.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Starting Point,1,90.003,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Starting Point,1000,93.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Starting Point,30000,180.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Starting Point,35000,195.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Starting Point,100000,390.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Starting Point,115000,435.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Starting Point,200000,690.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Starting Point,1000000,3090.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Creation/Unknown,0,25.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Creation/Unknown,1,25.003,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Creation/Unknown,1000,28.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Creation/Unknown,30000,115.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Creation/Unknown,35000,130.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Creation/Unknown,100000,325.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Creation/Unknown,115000,370.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Creation/Unknown,200000,625.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Creation/Unknown,1000000,3025.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Library Only,0,225.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Library Only,1,225.003,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Library Only,1000,228.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Library Only,30000,315.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Library Only,35000,330.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Library Only,100000,525.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Library Only,115000,570.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Library Only,200000,825.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Library Only,1000000,3225.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Starting Point,0,190.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Starting Point,1,190.003,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Starting Point,1000,193.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Starting Point,30000,280.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Starting Point,35000,295.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Starting Point,100000,490.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Starting Point,115000,535.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Starting Point,200000,790.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Starting Point,1000000,3190.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Creation/Unknown,0,125.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Creation/Unknown,1,125.003,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Creation/Unknown,1000,128.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Creation/Unknown,30000,215.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Creation/Unknown,35000,230.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Creation/Unknown,100000,425.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Creation/Unknown,115000,470.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Creation/Unknown,200000,725.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Creation/Unknown,1000000,3125.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Library Only,0,125.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Library Only,1,125.003,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Library Only,1000,128.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Library Only,30000,215.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Library Only,35000,230.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Library Only,100000,425.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Library Only,115000,470.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Library Only,200000,725.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Library Only,1000000,3125.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Starting Point,0,90.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Starting Point,1,90.003,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Starting Point,1000,93.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Starting Point,30000,180.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Starting Point,35000,195.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Starting Point,100000,390.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Starting Point,115000,435.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Starting Point,200000,690.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Starting Point,1000000,3090.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Creation/Unknown,0,25.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Creation/Unknown,1,25.003,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Creation/Unknown,1000,28.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Creation/Unknown,30000,115.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Creation/Unknown,35000,130.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Creation/Unknown,100000,325.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Creation/Unknown,115000,370.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Creation/Unknown,200000,625.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Creation/Unknown,1000000,3025.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Library Only,0,225.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Library Only,1,225.003,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Library Only,1000,228.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Library Only,30000,315.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Library Only,35000,330.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Library Only,100000,525.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Library Only,115000,570.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Library Only,200000,825.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Library Only,1000000,3225.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Starting Point,0,190.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Starting Point,1,190.003,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Starting Point,1000,193.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Starting Point,30000,280.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Starting Point,35000,295.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Starting Point,100000,490.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Starting Point,115000,535.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Starting Point,200000,790.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Starting Point,1000000,3190.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Creation/Unknown,0,125.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Creation/Unknown,1,125.003,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Creation/Unknown,1000,128.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Creation/Unknown,30000,215.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Creation/Unknown,35000,230.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Creation/Unknown,100000,425.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Creation/Unknown,115000,470.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Creation/Unknown,200000,725.0,Auto-Approved,,Yes
C,Rework (Of Selling),Exclusive,Deferred/Unknown,True,True,Creation/Unknown,1000000,3125.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Library Only,0,125.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Library Only,1,125.0025,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Library Only,1000,127.5,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Library Only,30000,200.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Library Only,35000,212.5,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Library Only,100000,375.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Library Only,115000,412.5,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Library Only,200000,625.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Library Only,1000000,2625.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Starting Point,0,90.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Starting Point,1,90.0025,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Starting Point,1000,92.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Starting Point,30000,165.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Starting Point,35000,177.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Starting Point,100000,340.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Starting Point,115000,377.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Starting Point,200000,590.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Starting Point,1000000,2590.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Creation/Unknown,0,25.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Creation/Unknown,1,25.002499999999998,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Creation/Unknown,1000,27.5,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Creation/Unknown,30000,100.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Creation/Unknown,35000,112.5,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Creation/Unknown,100000,275.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Creation/Unknown,115000,312.5,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Creation/Unknown,200000,525.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,False,Creation/Unknown,1000000,2525.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Library Only,0,225.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Library Only,1,225.0025,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Library Only,1000,227.5,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Library Only,30000,300.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Library Only,35000,312.5,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Library Only,100000,475.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Library Only,115000,512.5,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Library Only,200000,725.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Library Only,1000000,2725.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Starting Point,0,190.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Starting Point,1,190.0025,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Starting Point,1000,192.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Starting Point,30000,265.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Starting Point,35000,277.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Starting Point,100000,440.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Starting Point,115000,477.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Starting Point,200000,690.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Starting Point,1000000,2690.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Creation/Unknown,0,125.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Creation/Unknown,1,125.0025,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Creation/Unknown,1000,127.5,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Creation/Unknown,30000,200.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Creation/Unknown,35000,212.5,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Creation/Unknown,100000,375.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Creation/Unknown,115000,412.5,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Creation/Unknown,200000,625.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,False,True,Creation/Unknown,1000000,2625.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Library Only,0,125.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Library Only,1,125.0025,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Library Only,1000,127.5,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Library Only,30000,200.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Library Only,35000,212.5,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Library Only,100000,375.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Library Only,115000,412.5,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Library Only,200000,625.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Library Only,1000000,2625.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Starting Point,0,90.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Starting Point,1,90.0025,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Starting Point,1000,92.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Starting Point,30000,165.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Starting Point,35000,177.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Starting Point,100000,340.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Starting Point,115000,377.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Starting Point,200000,590.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Starting Point,1000000,2590.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Creation/Unknown,0,25.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Creation/Unknown,1,25.002499999999998,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Creation/Unknown,1000,27.5,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Creation/Unknown,30000,100.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Creation/Unknown,35000,112.5,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Creation/Unknown,100000,275.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Creation/Unknown,115000,312.5,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Creation/Unknown,200000,525.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,False,Creation/Unknown,1000000,2525.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Library Only,0,225.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Library Only,1,225.0025,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Library Only,1000,227.5,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Library Only,30000,300.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Library Only,35000,312.5,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Library Only,100000,475.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Library Only,115000,512.5,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Library Only,200000,725.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Library Only,1000000,2725.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Starting Point,0,190.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Starting Point,1,190.0025,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Starting Point,1000,192.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Starting Point,30000,265.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Starting Point,35000,277.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Starting Point,100000,440.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Starting Point,115000,477.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Starting Point,200000,690.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Starting Point,1000000,2690.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Creation/Unknown,0,125.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Creation/Unknown,1,125.0025,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Creation/Unknown,1000,127.5,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Creation/Unknown,30000,200.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Creation/Unknown,35000,212.5,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Creation/Unknown,100000,375.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Creation/Unknown,115000,412.5,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Creation/Unknown,200000,625.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Direct,True,True,Creation/Unknown,1000000,2625.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Deferred/Unknown,False,False,Library Only,0,125.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Deferred/Unknown,False,False,Library Only,1,125.002,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Deferred/Unknown,False,False,Library Only,1000,127.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Deferred/Unknown,False,False,Library Only,30000,185.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Deferred/Unknown,False,False,Library Only,35000,195.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Deferred/Unknown,False,False,Library Only,100000,325.0,Auto-Approved,,Yes
C,Rework (Of Selling),Competitive,Deferred/Unknown,False,False,Library Only,115000,355.0,Auto-Approved,,Yes
